kwd_no,키워드명,상품카테고리,리스크 등급,대체키워드,리스크 등급별 세부 심의기준,증빙자료유형,키워드 조회 수(누적카운트),마지막 출력일자,키워드등록일자,키워드등록인,비고,키워드 등록일자
I153,수면활동 개선촉진,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I154,"숙면에 도움, 수면 유도",공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I155,스트레스 완화,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I156,신체 밸런스 조절,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I157,안티에이징 효과,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,1,2025-12-15 11:53,,,,
I158,"여드름(개선,완화,치료,제거)",공산품,3등급(조건부사용),피지개선/*트러블 완화,(인체적용시험 등 실증자료 구비시 대체키워드 키워드 사용가능) (*트러블 문구는 각주표기 후 대체키워드 사용가능)(ex_트러블: 모공 및 피지에 대한 피부고민),인체적용시험결과서,46,2025-12-22 11:06:29,,,,
I159,영양소 공급,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I160,우울하고 짜증이 날 때,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I161,유선 및 피하지방자극,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I162,음주과음 후 숙취 해소,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I163,입벌림 방지,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I164,자연 치유,공산품,3등급(조건부사용),-,(사용금지),,0,,,,,
I165,잠이 쉽게 들지 못할 때,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I166,잠이 잘 옴,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I167,잡티 칙칙하고 까칠한 피부,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I168,장의 소리를 비교,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I169,장이 더 활발하게 움직임,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I170,정신건강,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I171,정신적 피로 회복,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I172,"주근깨(제거,완화,개선)",공산품,3등급(조건부사용),잡티/피부톤개선/피부미백/색소침착개선,(관련 인체적용시험 보유 時 대체키워드 사용가능),인체적용시험결과서,2,2025-12-18 11:56:56,,,,
I173,"주름(개선,완화)",공산품,3등급(조건부사용),콜라겐 생성/탱탱/탄력/안티에이징/노화방지,(관련 인체적용시험 보유 時 대체키워드 사용가능),인체적용시험결과서,2,2025-12-18 11:56:56,,,,
I174,중완혈에 뜸질,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I175,진피층을 운동시키는,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,8,2025-12-18 11:56:48,,,,
I176,집중력 향상,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I177,척추관절 케어,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I178,체액의 밸런스 조절,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I179,추나,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I180,콜라겐 생성,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I181,탄력없는 피부,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I182,탄력층 자극,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I183,탱탱한 피부 변화,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I184,토닝케어,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I185,트러블 완화(여드름 등 질병명 제외),공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I186,평소에 가위를 자주눌렸다/악몽을 자주 꿨다,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I187,피로한 눈,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I188,피로회복,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I189,피부 건조 개선,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I190,피부 건조 등으로 일시적인 피부 가려움 완화,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,8,2025-12-18 11:56:48,,,,
I191,피부 밝기 미백,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I192,피부 붓기 완화,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I193,피부 수분량 증가,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I194,"피부결톤, 탄력 개선",공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I195,피부보습 효과,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I196,피부진정,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I197,피부탄력 개선증진에 도움,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I198,피부톤 개선,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I199,피지 개선,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,8,2025-12-18 11:56:48,,,,
I200,항노화,공산품,3등급(조건부사용),-,(인체적용시험 등 실증자료 구비시 사용가능),인체적용시험결과서,0,,,,,
I201,허리 보정,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I202,허리 지지,공산품,3등급(조건부사용),-,(조건부사용가능) 체형변화관련 전후비교 이미지나 세부적인 수치변화 내용 소구 없이 단순히 문구로서만 사용한 경우에 한하여 사용가능,,0,,,,,
I203,화장실 가기가 편함,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I204,흉쇄유돌근,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I205,근육의 피로회복,공산품,3등급(조건부사용),-,(일시적허용 中 : 적발이슈 발생전까지 사용가능),,0,,,,,
I206,LED 케어,공산품,4등급(사용가능),-,(사용가능),,9,2025-12-15 13:51,,,,
I207,"OO결림,담결림(~결리고)",공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I208,건강 관리지키세요,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I209,건강한 피부,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I210,건강해지는 습관,공산품,4등급(사용가능),-,(사용가능),,3,2025-12-18 11:56:48,,,,
I211,건조한 눈,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I212,격렬한 운동 후,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I213,경직된 근육을 시원하게,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I214,경추지지,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I215,골반 불균형,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I216,골반 전방경사/후방경사,공산품,4등급(사용가능),-,(사용가능)(EMS/TENS등 저주파 관련 기능 탑재한 제품에 한하여 사용가능),,0,,,,,
I217,관리샵,공산품,4등급(사용가능),-,"(사용가능)(단,근육통완화,치료 등의 의미로 사용되지 않도록 주의바랍니다)",,0,,,,,
I218,굳은허리,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I219,근육 마사지기,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I220,근육긴장완화,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I221,근육이완(수축),공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I222,근육자극,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I223,근육케어,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I224,눈밑 마사지기,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I225,데콜테,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I226,돌덩이처럼 무거운,공산품,4등급(사용가능),-,(사용가능),,2,2025-12-18 11:56:48,,,,
I227,딱딱하게 굳은,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I228,뜸질을 할 수 있게 개발된 제품,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I229,라운드 숄더,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I230,마사지 기능,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I231,모공 관리,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I232,목에 담이 온 것 같이 결리는,공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,0,,,,,
I233,몸과 마음 힐링,공산품,4등급(사용가능),-,"(사용가능)(단, 척추/골반교정 등과 같이 특정신체부위의 교정이나 치료등의 의미로는 사용하지 말것)",,0,,,,,
I234,몸이 개운해짐,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I235,뭉친 근막 풀림(마사지),공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I236,뭉친 근육 풀림,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I237,미용 효과,공산품,4등급(사용가능),-,(사용가능)(적발이슈 발생전까지 사용가능),,0,,,,,
I238,민감한 피부,공산품,4등급(사용가능),-,(사용가능)(적발이슈 발생전까지 사용가능),,0,,,,,
I239,바른 자세교정,공산품,4등급(사용가능),-,(사용가능)(적발이슈 발생전까지 사용가능),,0,,,,,
I240,불편함(불편한),공산품,4등급(사용가능),-,(사용가능)(적발이슈 발생전까지 사용가능),,0,,,,,
I241,뻐근함(뻐근한),공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I242,사람의 척추는 S자 형태의 곡선이라,공산품,4등급(사용가능),-,(사용가능),,8,2025-12-18 11:56:48,,,,
I243,스트레칭,공산품,4등급(사용가능),-,"(사용가능 단,신전운동 효과로 기타 신체개선,치료등의 효과가 있다는식의 광고사용은 불가)",,0,,,,,
I244,승모근(관리),공산품,4등급(사용가능),-,(사용가능)(의료기기 오인광고에는 해당하지 않으나 공산품의 거짓?과대광고에는 해당될 수 있는 키워드 中 특별한 리스크가 없다고 판단한 키워드) (추후 변동가능성 있음),,11,2025-12-18 11:56:56,,,,
I245,신전운동,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I246,어깨 결림 해소,공산품,4등급(사용가능),-,(사용가능),,0,,,,,
I247,얼굴이 화사해짐,공산품,4등급(사용가능),-,(사용가능)(EMS등 저주파 관련 기능 탑재한 제품에 한하여 사용가능),,0,,,,,
